,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
phase_1_xy4_col0,81.2439024390244,79.38743455497382,79.30817610062893,79.14333333333333,81.05982905982906,87.35483870967742,77.55950540958268,88.20306965761512,,
phase_1_xy4_col1,260.94117647058823,259.4375,260.85,262.0761421319797,260.36683417085425,261.5837320574163,,,,
phase_1_xy4_col17,,,,142.6448598130841,151.27631578947367,147.31034482758622,155.02945736434108,153.38725490196077,154.9367361610352,146.44672754946728
phase_1_xy4_col19,,,,394.5982142857143,394.9618644067797,396.37,,,,
phase_1_xy4_col2,401.4018691588785,399.7692307692308,,,,,,,,
phase_1_xy4_col20,,,,400.63157894736844,402.8341968911917,398.1994219653179,399.35857805255023,395.72153465346537,394.3582417582418,394.7890201085222
phase_1_xy4_col21,,,,403.6212121212121,,,,,,
phase_1_xy4_col3,405.63513513513516,404.019801980198,,,,,,,,
phase_1_xy4_col34,,,,,,404.7368421052632,,,,
phase_1_xy4_col38,,,,,,,274.4256559766764,275.4932182490752,279.7439024390244,280.840142800476
phase_1_xy4_col39,,,,,,,388.4770408163265,388.19505494505495,393.5098784194529,394.1221434200158
phase_1_xy4_col4,407.42622950819674,406.0149253731343,,,,,,,,
phase_1_xy4_col42,,,,,,,,66.78688524590164,,
phase_1_xy4_col5,559.4415584415584,557.8,558.3177570093458,555.2444444444444,554.348717948718,553.825,553.4418103448276,550.4101307189543,553.6436950146627,
phase_1_xy4_col54,,,,,,,,,405.5245901639344,404.0
phase_1_xy4_col55,,,,,,,,,528.3384615384615,
phase_1_xy4_col7,,143.19424460431654,,,,,,,,
